loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
1635,CP,151.0470000,0.108,-0.108,0,-333.1940000,0.156,-0.156,0,2458355.2417530,0.002319,-0.002319,0,5.4361667,0.0000167,-0.0000167,0,1.5419673,0.2448138,-0.2448138,0,4797.1288482,735.6907300,-735.6907300,0,1.7175409,0.2127978,-0.2127978,0,3.6311669,,,,352.0718502,,,,13.4102000,0.007,-0.007,0,38.0749000,0.2278500,-0.2278500,0,3139.0000000,98.0000000,-98.0000000,0,0.2112990,0.0065435,-0.0065435,0
1636,PC,-11.9630000,0.053,-0.053,0,-4.3760000,0.035,-0.035,0,2459262.5124180,0.003032,-0.003032,0,12.6826724,0.0001138,-0.0001138,0,3.8270000,0.4060000,-0.4060000,0,2490.0000000,2.8872500,-2.8872500,0,5.2495300,0.3181920,-0.3181920,0,76.8372000,,,,824.0000000,,,,11.4878000,0.006,-0.006,0,294.7520000,2.7220000,-2.7220000,0,5851.0000000,125.1000000,-125.1000000,0,1.0400000,0.0500000,-0.0500000,0
1637,PC,-10.5340000,0.067,-0.067,0,-2.2290000,0.081,-0.081,0,2459275.4951260,0.001650,-0.001650,0,4.8984239,0.0000138,-0.0000138,0,3.7520000,0.2110000,-0.2110000,0,9930.0000000,3.6245700,-3.6245700,0,12.9070000,0.7876130,-0.7876130,0,409.6670000,,,,1253.0000000,,,,12.2036000,0.007,-0.007,0,471.1520000,13.9325000,-13.9325000,0,5774.0000000,129.7000000,-129.7000000,0,1.2900000,0.0700000,-0.0700000,0
1638,FP,-6.3760000,0.053,-0.053,0,1.5790000,0.051,-0.051,0,2459989.4544930,0.001547,-0.001547,0,1.1792344,0.0001304,-0.0001304,0,1.7572263,0.1091569,-0.1091569,0,5398.6996811,363.7887000,-363.7887000,0,26.9739777,15.5171210,-15.5171210,0,16257.6914094,,,,2879.9468214,,,,12.2186000,0.007,-0.007,0,1092.9100000,38.5650000,-38.5650000,0,6127.1000000,124.1000000,-124.1000000,0,2.6058199,0.1551060,-0.1551060,0
1639,CP,11.2890000,0.038,-0.038,0,-39.1750000,0.034,-0.034,0,2459168.5071000,0.002186,-0.002186,0,13.3368173,0.0000579,-0.0000579,0,4.3840000,0.5050000,-0.5050000,0,8210.0000000,5.8842900,-5.8842900,0,11.2448000,0.6705130,-0.6705130,0,69.8726000,,,,805.0000000,,,,12.5882000,0.007,-0.007,0,508.6860000,7.3270000,-7.3270000,0,5517.0000000,120.9000000,-120.9000000,0,1.2000000,0.0600000,-0.0600000,0
1640,CP,-11.5140000,0.068,-0.068,0,-31.3310000,0.055,-0.055,0,2458326.5553870,,,0,4.3136200,0.0000100,-0.0000100,0,1.7090000,0.1890000,-0.1890000,0,9490.0000000,7.6905600,-7.6905600,0,8.0191700,0.5872550,-0.5872550,0,54.2011000,,,,755.0000000,,,,11.2057000,0.006,-0.006,0,134.6550000,0.8695000,-0.8695000,0,4929.5000000,5084.0000000,-5084.0000000,0,0.8000000,0.0500000,-0.0500000,0
1641,PC,27.7280000,0.030,-0.030,0,10.4050000,0.033,-0.033,0,2459850.5413560,0.001609,-0.001609,0,6.1600755,0.0000141,-0.0000141,0,1.8080000,0.4190000,-0.4190000,0,18930.0000000,1697.8000000,-1697.8000000,0,17.7265000,1.2118900,-1.2118900,0,64.3828000,,,,789.0000000,,,,12.6389000,0.007,-0.007,0,521.1170000,6.2440000,-6.2440000,0,5669.0000000,124.6000000,-124.6000000,0,1.1900000,0.0600000,-0.0600000,0
1642,PC,-14.0140000,0.052,-0.052,0,-7.0460000,0.047,-0.047,0,2459091.1684240,0.001854,-0.001854,0,3.1821969,0.0000110,-0.0000110,0,3.0676639,0.2341289,-0.2341289,0,3746.6638386,229.5002000,-229.5002000,0,9.3708418,0.7547414,-0.7547414,0,1042.5767464,,,,1449.2615097,,,,12.7119000,0.007,-0.007,0,665.5830000,14.3285000,-14.3285000,0,5672.5000000,5842.7000000,-5842.7000000,0,1.3954000,0.0734145,-0.0734145,0
1643,APC,0.6180000,0.189,-0.189,0,-30.1480000,0.173,-0.173,0,2459449.2771040,0.001475,-0.001475,0,1.6766585,0.0000048,-0.0000048,0,1.5287110,0.0719924,-0.0719924,0,37391.9473651,1618.7776000,-1618.7776000,0,16.6532667,11.2372960,-11.2372960,0,180.6590045,,,,935.0496086,,,,14.1858000,0.007,-0.007,0,288.6420000,16.8060000,-16.8060000,0,4155.0000000,122.0000000,-122.0000000,0,0.6226660,,,0
1644,PC,49.1130000,0.089,-0.089,0,16.9160000,0.083,-0.083,0,2459090.7459610,0.000462,-0.000462,0,3.4972769,0.0000035,-0.0000035,0,2.0988025,0.0622878,-0.0622878,0,17834.0824111,365.6605500,-365.6605500,0,11.5840209,0.2588136,-0.2588136,0,192.6704823,,,,950.2186404,,,,13.3921000,0.006,-0.006,0,390.6180000,9.4695000,-9.4695000,0,4940.0000000,91.1000000,-91.1000000,0,0.8079700,,,0
1645,CP,16.5280000,0.029,-0.029,0,1.7400000,0.036,-0.036,0,2459062.4642980,0.000355,-0.000355,0,5.4693888,0.0000036,-0.0000036,0,1.8076781,0.0572665,-0.0572665,0,32411.8559890,576.6857000,-576.6857000,0,11.5779216,0.4419449,-0.4419449,0,27.5364506,,,,584.2473340,,,,13.6521000,0.007,-0.007,0,211.2470000,1.0895000,-1.0895000,0,3770.0000000,157.0000000,-157.0000000,0,0.6389020,0.0190863,-0.0190863,0
1646,CP,-53.2380000,0.077,-0.077,0,-0.1950000,0.059,-0.059,0,2460205.7479920,0.002474,-0.002474,0,1.2730965,0.0000027,-0.0000027,0,1.4800000,0.2120000,-0.2120000,0,414.0000000,33.7341000,-33.7341000,0,1.5792500,0.1239340,-0.1239340,0,660.2770000,,,,1412.0000000,,,,9.9266010,0.006,-0.006,0,80.5407000,0.2663500,-0.2663500,0,5024.0000000,181.0000000,-181.0000000,0,0.7700000,0.0500000,-0.0500000,0
1647,KP,2.4730000,0.086,-0.086,0,9.6470000,0.059,-0.059,0,2459092.5242570,0.000291,-0.000291,0,5.2153618,0.0000027,-0.0000027,0,5.5895721,0.0370923,-0.0370923,0,5205.8347338,38.6380040,-38.6380040,0,17.7519701,0.8672725,-0.8672725,0,1843.4632721,,,,1671.1997882,,,,9.4834000,0.007,-0.007,0,275.5870000,4.5330000,-4.5330000,0,6067.2000000,119.7000000,-119.7000000,0,2.3901401,0.1152510,-0.1152510,0
1648,PC,-12.4650000,0.039,-0.039,0,-28.0550000,0.038,-0.038,0,2459039.7519510,0.000400,-0.000400,0,5.0451188,0.0000033,-0.0000033,0,1.8549863,0.0488950,-0.0488950,0,13949.1155643,397.0699000,-397.0699000,0,18.0229867,3.2924984,-3.2924984,0,319.7861956,,,,1078.5360791,,,,12.3643000,0.006,-0.006,0,422.1510000,3.8555000,-3.8555000,0,5337.0000000,5302.6000000,-5302.6000000,0,1.1663600,0.0587940,-0.0587940,0
1649,PC,12.3690000,0.120,-0.120,0,-5.3940000,0.088,-0.088,0,2459089.6068130,0.000866,-0.000866,0,4.6612025,0.0000061,-0.0000061,0,2.1408549,0.0789608,-0.0789608,0,5135.6657253,194.5634900,-194.5634900,0,12.7709747,0.8317052,-0.8317052,0,823.9647363,,,,1366.4599455,,,,11.4408000,0.006,-0.006,0,434.9200000,15.7905000,-15.7905000,0,5884.5000000,5887.6000000,-5887.6000000,0,1.5237300,0.0900829,-0.0900829,0
1650,APC,-6.6670000,0.086,-0.086,0,-49.5700000,0.088,-0.088,0,2459108.5914230,0.000505,-0.000505,0,3.1353607,0.0000096,-0.0000096,0,1.4380000,0.2520000,-0.2520000,0,8634.0000000,11687.6000000,-11687.6000000,0,22.2860000,3.7489800,-3.7489800,0,459.8180000,,,,1290.0000000,,,,10.4590000,0.007,-0.007,0,174.5930000,2.6950000,-2.6950000,0,5503.0000000,5569.7000000,-5569.7000000,0,1.0600000,0.0600000,-0.0600000,0
1651,CP,8.5840000,0.113,-0.113,0,-52.6480000,0.095,-0.095,0,2459062.3416300,0.000148,-0.000148,0,2.1357026,0.0000009,-0.0000009,0,1.9116457,0.0233822,-0.0233822,0,29272.6184890,250.3474300,-250.3474300,0,11.6264152,0.3695290,-0.3695290,0,96.5817843,,,,799.5461856,,,,13.3147000,0.007,-0.007,0,191.5100000,2.0475000,-2.0475000,0,3678.2000000,140.5000000,-140.5000000,0,0.6666520,0.0202807,-0.0202807,0
1652,PC,6.5710000,0.090,-0.090,0,-3.6220000,0.058,-0.058,0,2459063.9746990,0.000446,-0.000446,0,3.1581288,0.0000027,-0.0000027,0,2.3951941,0.0663418,-0.0663418,0,16867.3851717,294.4901400,-294.4901400,0,13.5726225,0.3907594,-0.3907594,0,242.6938695,,,,1006.6637991,,,,13.5445000,0.006,-0.006,0,401.8370000,6.4275000,-6.4275000,0,4367.6000000,4396.0000000,-4396.0000000,0,1.0241700,,,0
1653,KP,27.3930000,0.154,-0.154,0,-24.4070000,0.070,-0.070,0,2459090.3831070,0.000485,-0.000485,0,2.7567395,0.0001044,-0.0001044,0,2.3808565,0.0332082,-0.0332082,0,9248.4759918,115.6166200,-115.6166200,0,13.8044661,0.7482012,-0.7482012,0,1225.5263733,,,,1509.0388299,,,,10.5853000,0.008,-0.008,0,252.7590000,4.6760000,-4.6760000,0,6034.0000000,132.4770000,-132.4770000,0,1.2842700,0.0685126,-0.0685126,0
1654,APC,-5.1130000,0.151,-0.151,0,-6.1680000,0.145,-0.145,0,2459063.2294470,0.000873,-0.000873,0,5.6601098,0.0001809,-0.0001809,0,1.5377473,0.0576678,-0.0576678,0,8427.6778878,280.7395000,-280.7395000,0,12.3816484,0.8086145,-0.8086145,0,361.1289137,,,,1111.8221321,,,,11.8933000,0.006,-0.006,0,396.3080000,13.3465000,-13.3465000,0,5859.8000000,6031.1000000,-6031.1000000,0,1.1873699,0.0714170,-0.0714170,0
1655,PC,0.4000000,1.300,-1.300,0,13.4000000,1.400,-1.400,0,2458355.2677850,0.002283,-0.002283,0,1.3442724,0.0000123,-0.0000123,0,4.6777347,0.2436686,-0.2436686,0,44.3806696,5.2206550,-5.2206550,0,,,,0,1758.0840398,,,,1651.5041046,,,,8.1150000,0.023,-0.023,0,,,,0,,,,0,,,,0
1656,PC,15.8620000,0.069,-0.069,0,-12.7770000,0.056,-0.056,0,2459089.0466830,0.000556,-0.000556,0,2.3372423,0.0000037,-0.0000037,0,1.4487311,0.0984483,-0.0984483,0,11568.4008531,484.4605700,-484.4605700,0,10.5103504,0.5286993,-0.5286993,0,550.1159381,,,,1235.1886902,,,,13.3922000,0.007,-0.007,0,526.5910000,11.4720000,-11.4720000,0,5335.0000000,5331.2000000,-5331.2000000,0,0.9104840,,,0
1657,KP,-19.2020000,0.117,-0.117,0,-8.1720000,0.070,-0.070,0,2458356.9622280,0.000327,-0.000327,0,4.1567834,0.0000020,-0.0000020,0,3.9413609,0.0556261,-0.0556261,0,4830.1859522,54.1128100,-54.1128100,0,9.8517709,0.5595267,-0.5595267,0,941.6088632,,,,1412.8217887,,,,10.9774000,0.008,-0.008,0,353.5390000,9.0560000,-9.0560000,0,6362.5000000,83.0000000,-83.0000000,0,1.3883100,0.0749473,-0.0749473,0
1658,PC,9.7260000,0.038,-0.038,0,-2.8540000,0.036,-0.036,0,2459063.9283350,0.000574,-0.000574,0,2.1192866,0.0000043,-0.0000043,0,1.5061152,0.2188521,-0.2188521,0,1701.2818142,80.6196800,-80.6196800,0,8.4965052,2.1669380,-2.1669380,0,5317.3634661,,,,2177.9295950,,,,11.3641000,0.006,-0.006,0,659.2010000,10.9275000,-10.9275000,0,7022.0000000,6973.5000000,-6973.5000000,0,1.9976100,0.0950254,-0.0950254,0
1659,PC,14.0620000,0.031,-0.031,0,5.9250000,0.023,-0.023,0,2459064.3376660,0.000901,-0.000901,0,7.8369842,0.0000105,-0.0000105,0,6.8077198,0.0998194,-0.0998194,0,14532.9486121,232.7172500,-232.7172500,0,21.4721115,1.2691845,-1.2691845,0,434.3612918,,,,1164.3472682,,,,12.9370000,0.006,-0.006,0,859.5090000,12.9330000,-12.9330000,0,5774.8000000,5809.4000000,-5809.4000000,0,1.7582600,0.1006730,-0.1006730,0
1660,PC,2.3170000,0.052,-0.052,0,-10.7490000,0.044,-0.044,0,2460196.6922980,0.002795,-0.002795,0,5.9123675,0.0000147,-0.0000147,0,4.6720000,0.3610000,-0.3610000,0,416.0000000,14.5747000,-14.5747000,0,3.2895200,0.1857410,-0.1857410,0,697.8600000,,,,1431.0000000,,,,10.3998000,0.006,-0.006,0,325.6080000,2.1990000,-2.1990000,0,6187.3000000,197.3000000,-197.3000000,0,1.7600000,0.0900000,-0.0900000,0
1661,PC,2.3170000,0.052,-0.052,0,-10.7490000,0.044,-0.044,0,2460201.2859990,0.003579,-0.003579,0,3.4072141,0.0000104,-0.0000104,0,3.8920000,0.8760000,-0.8760000,0,315.0000000,14.4855000,-14.4855000,0,2.9634400,0.1755160,-0.1755160,0,2770.9300000,,,,2021.0000000,,,,10.3998000,0.006,-0.006,0,325.6080000,2.1990000,-2.1990000,0,6187.3000000,197.3000000,-197.3000000,0,1.7600000,0.0900000,-0.0900000,0
1662,PC,2.3170000,0.052,-0.052,0,-10.7490000,0.044,-0.044,0,2459038.6137550,0.004819,-0.004819,0,9.1696498,0.0000845,-0.0000845,0,4.9227951,1.0446144,-1.0446144,0,186.1944669,21.5761320,-21.5761320,0,2.4628421,3.0218089,-3.0218089,0,505.9586098,,,,1209.6187141,,,,10.3998000,0.006,-0.006,0,325.6080000,2.1990000,-2.1990000,0,6187.3000000,197.3000000,-197.3000000,0,1.7616700,0.0889372,-0.0889372,0
1663,PC,52.1470000,0.036,-0.036,0,18.7030000,0.037,-0.037,0,2459128.4296600,0.002120,-0.002120,0,18.8418400,0.0000700,-0.0000700,0,3.1840000,0.4480000,-0.4480000,0,5970.0000000,6.7488300,-6.7488300,0,9.0530400,0.5471590,-0.5471590,0,30.3347000,,,,653.0000000,,,,12.0585000,0.006,-0.006,0,372.1800000,3.0820000,-3.0820000,0,5603.0000000,125.4000000,-125.4000000,0,1.1000000,0.0500000,-0.0500000,0
1664,PC,-8.4350000,0.066,-0.066,0,-6.0570000,0.031,-0.031,0,2459576.3790920,0.003008,-0.003008,0,3.4977868,0.0000190,-0.0000190,0,2.2360000,0.2800000,-0.2800000,0,1790.0000000,3.6536400,-3.6536400,0,3.4757500,0.2595660,-0.2595660,0,248.3890000,,,,1105.0000000,,,,11.9522000,0.007,-0.007,0,236.3630000,1.9925000,-1.9925000,0,5356.0000000,125.5000000,-125.5000000,0,0.8100000,0.0500000,-0.0500000,0
1665,PC,-0.5280000,0.070,-0.070,0,-0.2470000,0.038,-0.038,0,2460014.6038480,0.000774,-0.000774,0,7.8686762,0.0000423,-0.0000423,0,4.0228111,0.0859961,-0.0859961,0,10335.9861660,207.2262000,-207.2262000,0,11.8276114,0.6057351,-0.6057351,0,273.0364186,,,,1036.7520296,,,,11.7622000,0.007,-0.007,0,413.2200000,6.3595000,-6.3595000,0,6394.0000000,125.5000000,-125.5000000,0,1.1357200,0.0533442,-0.0533442,0
1666,APC,-16.3180000,0.063,-0.063,0,-2.4650000,0.052,-0.052,0,2459303.5112890,0.001835,-0.001835,0,1.5099302,0.0000050,-0.0000050,0,1.3290000,0.3910000,-0.3910000,0,2230.0000000,7.7145600,-7.7145600,0,8.8910000,0.7184300,-0.7184300,0,1087.8200000,,,,1599.0000000,,,,11.4944000,0.007,-0.007,0,469.6130000,10.4030000,-10.4030000,0,5735.0000000,128.1000000,-128.1000000,0,1.7600000,0.0900000,-0.0900000,0
1667,PC,28.0730000,0.093,-0.093,0,2.5640000,0.051,-0.051,0,2459136.9668600,0.001750,-0.001750,0,6.0032700,0.0000200,-0.0000200,0,3.9470000,0.2690000,-0.2690000,0,4920.0000000,2.5515300,-2.5515300,0,7.5935400,0.4758380,-0.4758380,0,271.5290000,,,,1130.0000000,,,,12.0749000,0.007,-0.007,0,330.6840000,5.6380000,-5.6380000,0,5527.0000000,130.1000000,-130.1000000,0,1.0600000,0.0600000,-0.0600000,0
1668,PC,-71.1750000,0.082,-0.082,0,18.2940000,0.046,-0.046,0,2459285.4414270,0.000817,-0.000817,0,19.4061437,0.0000313,-0.0000313,0,1.9610000,0.0940000,-0.0940000,0,11150.0000000,5.0243900,-5.0243900,0,8.7535700,0.5458190,-0.5458190,0,4.1998600,,,,398.0000000,,,,11.6701000,0.006,-0.006,0,195.1530000,1.8280000,-1.8280000,0,5099.0000000,118.1000000,-118.1000000,0,0.8200000,0.0500000,-0.0500000,0
1669,PC,3.8040000,0.064,-0.064,0,-1.9150000,0.038,-0.038,0,2459302.3176440,0.001413,-0.001413,0,5.4681892,0.0000164,-0.0000164,0,1.8140000,0.4610000,-0.4610000,0,4290.0000000,11.3124000,-11.3124000,0,11.2463000,0.8038070,-0.8038070,0,251.6500000,,,,1109.0000000,,,,11.7380000,0.008,-0.008,0,611.3590000,13.0305000,-13.0305000,0,6597.0000000,132.4000000,-132.4000000,0,1.6100000,0.0800000,-0.0800000,0
1670,PC,27.3980000,0.030,-0.030,0,-10.2450000,0.032,-0.032,0,2458360.1147610,0.004079,-0.004079,0,19.4723016,0.0000766,-0.0000766,0,4.2893299,0.3633080,-0.3633080,0,1766.1828394,158.4359000,-158.4359000,0,3.6117414,0.3954969,-0.3954969,0,9.9883786,,,,453.4125095,,,,10.7011000,0.006,-0.006,0,74.8810000,0.1538000,-0.1538000,0,4333.0000000,173.0000000,-173.0000000,0,0.7029450,0.0597739,-0.0597739,0
1671,FP,-10.9490000,0.050,-0.050,0,21.8960000,0.047,-0.047,0,2458568.2217600,0.004800,-0.004800,0,1.0339000,0.0001200,-0.0001200,0,1.4040000,0.2650000,-0.2650000,0,520.0000000,1.7798800,-1.7798800,0,5.3733800,0.4107170,-0.4107170,0,2619.5900000,,,,1993.0000000,,,,10.7961000,0.006,-0.006,0,465.4610000,5.6670000,-5.6670000,0,6444.0000000,131.4000000,-131.4000000,0,2.2800000,0.1000000,-0.1000000,0
1672,PC,-6.1960000,0.070,-0.070,0,-7.5340000,0.071,-0.071,0,2460012.0739610,0.000924,-0.000924,0,5.8681984,0.0000074,-0.0000074,0,3.6510000,0.4470000,-0.4470000,0,2639.0000000,179.0190000,-179.0190000,0,18.1157000,1.0217700,-1.0217700,0,1402.2700000,,,,1704.0000000,,,,9.0982000,0.007,-0.007,0,323.5060000,3.9455000,-3.9455000,0,6294.0000000,132.5000000,-132.5000000,0,3.1000000,0.1400000,-0.1400000,0
1673,PC,-19.5420000,0.066,-0.066,0,-37.0360000,0.068,-0.068,0,2459276.1173380,0.001437,-0.001437,0,5.5094951,0.0000170,-0.0000170,0,2.8920000,0.2220000,-0.2220000,0,7700.0000000,5.0417100,-5.0417100,0,8.5582500,0.5297100,-0.5297100,0,165.9720000,,,,999.0000000,,,,12.2668000,0.007,-0.007,0,345.0030000,7.1805000,-7.1805000,0,5519.0000000,127.0000000,-127.0000000,0,0.9700000,0.0500000,-0.0500000,0
1674,KP,45.3990000,0.301,-0.301,0,-40.8190000,0.281,-0.281,0,2459448.8952430,0.000097,-0.000097,0,1.8098811,0.0000004,-0.0000004,0,3.7636624,0.0056798,-0.0056798,0,13033.5612701,23.3116340,-23.3116340,0,21.9555549,1.0965389,-1.0965389,0,5139.0266250,,,,2159.4341567,,,,9.0270600,0.007,-0.007,0,194.4590000,6.0225000,-6.0225000,0,6278.2000000,103.7000000,-103.7000000,0,1.8912100,0.0944119,-0.0944119,0
1675,PC,-14.4830000,0.040,-0.040,0,5.8900000,0.051,-0.051,0,2458509.2559510,0.002758,-0.002758,0,20.3627410,0.0000539,-0.0000539,0,4.5890238,0.2294247,-0.2294247,0,1126.8782473,43.1594160,-43.1594160,0,4.2523478,0.3411543,-0.3411543,0,75.4289160,,,,751.6301910,,,,11.1464000,0.006,-0.006,0,295.7370000,2.1540000,-2.1540000,0,6142.0000000,132.1800000,-132.1800000,0,1.1800300,0.0538191,-0.0538191,0
1676,FP,-14.4830000,0.040,-0.040,0,5.8900000,0.051,-0.051,0,2458558.9955490,0.019550,-0.019550,0,74.6068965,0.0004401,-0.0004401,0,4.8874071,0.3524117,-0.3524117,0,2304.7237253,140.8124800,-140.8124800,0,9.1295659,9.9611810,-9.9611810,0,13.3540875,,,,487.5546513,,,,11.1464000,0.006,-0.006,0,295.7370000,2.1540000,-2.1540000,0,6142.0000000,132.1800000,-132.1800000,0,1.1800300,0.0538191,-0.0538191,0
1677,FP,-14.4830000,0.040,-0.040,0,5.8900000,0.051,-0.051,0,2458512.1631460,0.003826,-0.003826,0,74.6065192,0.0002822,-0.0002822,0,3.6758167,0.3284834,-0.3284834,0,2377.6887561,161.5511300,-161.5511300,0,9.5163991,14.4512760,-14.4512760,0,13.3541775,,,,487.5554730,,,,11.1464000,0.006,-0.006,0,295.7370000,2.1540000,-2.1540000,0,6142.0000000,132.1800000,-132.1800000,0,1.1800300,0.0538191,-0.0538191,0
1678,PC,34.4660000,0.027,-0.027,0,33.0880000,0.030,-0.030,0,2459117.3195240,0.001520,-0.001520,0,1.9792573,0.0000090,-0.0000090,0,1.6873516,0.1933715,-0.1933715,0,2235.6640941,210.7180600,-210.7180600,0,4.1930997,0.5624441,-0.5624441,0,189.6799154,,,,946.5097378,,,,12.5515000,0.006,-0.006,0,153.3320000,0.3500000,-0.3500000,0,4001.0000000,122.0700000,-122.0700000,0,0.7565510,0.0763267,-0.0763267,0
1679,CP,225.7520000,0.203,-0.203,0,-336.2730000,0.115,-0.115,0,2459115.9760730,0.000647,-0.000647,0,3.0766835,0.0000057,-0.0000057,0,1.2491751,0.1639777,-0.1639777,0,18848.5607395,970.3149000,-970.3149000,0,2.7226180,0.2974233,-0.2974233,0,6.6976166,,,,410.2983965,,,,14.3109000,0.007,-0.007,0,55.4190000,0.2524000,-0.2524000,0,3163.0000000,157.0000000,-157.0000000,0,0.1966000,0.0060498,-0.0060498,0
1680,CP,10.8240000,0.043,-0.043,0,-98.2140000,0.046,-0.046,0,2459116.6206260,0.001095,-0.001095,0,2.7029187,0.0001022,-0.0001022,0,1.6998642,0.1655338,-0.1655338,0,5132.6782834,196.5546400,-196.5546400,0,3.7942392,0.5265337,-0.5265337,0,44.0592242,,,,657.0962083,,,,12.5264000,0.007,-0.007,0,92.4366000,0.2056500,-0.2056500,0,3596.0000000,157.0000000,-157.0000000,0,0.5245730,0.0156219,-0.0156219,0
1681,PC,105.7140000,0.042,-0.042,0,1.0220000,0.038,-0.038,0,2459128.2962530,0.002462,-0.002462,0,9.4636148,0.0000410,-0.0000410,0,3.0610000,0.6620000,-0.6620000,0,5050.0000000,8.9457200,-8.9457200,0,5.4554300,0.4456230,-0.4456230,0,63.7261000,,,,787.0000000,,,,11.9205000,0.006,-0.006,0,186.3280000,0.9965000,-0.9965000,0,4935.0000000,132.2990000,-132.2990000,0,0.7500000,0.0500000,-0.0500000,0
1682,FA,-20.0020000,0.033,-0.033,0,-18.1250000,0.045,-0.045,0,2459121.0658670,0.001443,-0.001443,0,12.9696927,0.0020055,-0.0020055,0,1.1129072,0.4765825,-0.4765825,0,4085.6845383,401.8101200,-401.8101200,0,6.1709882,5.7270722,-5.7270722,0,52.0502944,,,,685.0551684,,,,11.2711000,0.006,-0.006,0,187.5530000,0.8960000,-0.8960000,0,5017.0000000,127.4100000,-127.4100000,0,0.9727530,0.0598945,-0.0598945,0
1683,KP,87.9630000,0.061,-0.061,0,-8.5560000,0.057,-0.057,0,2458355.1959190,0.000095,-0.000095,0,1.3866519,0.0000007,-0.0000007,0,2.3006751,0.0149225,-0.0149225,0,14246.4665531,112.2037900,-112.2037900,0,12.9811619,0.6385336,-0.6385336,0,1879.9347662,,,,1679.4050100,,,,10.9571000,0.006,-0.006,0,232.9800000,1.7765000,-1.7765000,0,6286.0000000,196.0000000,-196.0000000,0,1.0766100,0.0524020,-0.0524020,0
1684,APC,23.3830000,0.075,-0.075,0,25.7690000,0.048,-0.048,0,2459497.6299030,0.001292,-0.001292,0,0.7988525,0.0000017,-0.0000017,0,0.8310000,0.2030000,-0.2030000,0,1700.0000000,8.9542200,-8.9542200,0,4.0070300,0.4121390,-0.4121390,0,512.9160000,,,,1325.0000000,,,,12.2478000,0.006,-0.006,0,232.8220000,2.1645000,-2.1645000,0,4785.0000000,131.2610000,-131.2610000,0,0.8600000,0.0600000,-0.0600000,0
1685,CP,-117.8590000,0.129,-0.129,0,-95.2900000,0.116,-0.116,0,2459116.0128560,0.002147,-0.002147,0,0.7827650,0.0001170,-0.0001170,0,1.2621481,0.3462222,-0.3462222,0,519.1912192,52.7880600,-52.7880600,0,1.7472713,1.6286867,-1.6286867,0,651.9082071,,,,1288.7431256,,,,10.4238000,0.006,-0.006,0,59.5362000,0.2865000,-0.2865000,0,4099.0000000,122.6000000,-122.6000000,0,0.7276420,0.0690302,-0.0690302,0
1686,FA,124.3060000,1.442,-1.442,0,166.0910000,1.509,-1.509,0,2459134.7539100,0.008370,-0.008370,0,15.2985900,0.0027400,-0.0027400,0,3.2140000,0.6040000,-0.6040000,0,1187.0000000,5.3801300,-5.3801300,0,,,,0,10.3396000,,,,499.0000000,,,,11.9755000,0.006,-0.006,0,57.6851000,3.6551000,-3.6551000,0,4131.3000000,119.7000000,-119.7000000,0,,,,0
1687,FP,55.7080000,0.072,-0.072,0,-12.6290000,0.069,-0.069,0,2459066.9379270,0.002826,-0.002826,0,13.4190392,0.0039000,-0.0039000,0,5.9221882,0.2554013,-0.2554013,0,4668.5368695,175.3064900,-175.3064900,0,12.4259675,0.8554618,-0.8554618,0,165.2327100,,,,914.4158726,,,,11.3882000,0.008,-0.008,0,340.7660000,4.9185000,-4.9185000,0,5184.9000000,113.0030000,-113.0030000,0,1.6926900,0.0957437,-0.0957437,0
1688,KP,20.1810000,0.043,-0.043,0,-2.1930000,0.045,-0.045,0,2459062.7393590,0.000475,-0.000475,0,1.7771109,0.0000706,-0.0000706,0,1.5669528,0.0346407,-0.0346407,0,14073.5021163,252.4920700,-252.4920700,0,12.9084635,0.7179300,-0.7179300,0,1043.2121756,,,,1449.4822830,,,,12.0030000,0.006,-0.006,0,327.5060000,3.9650000,-3.9650000,0,5627.0000000,133.8910000,-133.8910000,0,0.9790600,0.0524221,-0.0524221,0
1689,PC,-2.7790000,0.065,-0.065,0,-2.5590000,0.096,-0.096,0,2459062.0197080,0.000266,-0.000266,0,0.5153654,0.0000050,-0.0000050,0,1.0000000,0.0581088,-0.0581088,0,37197.8857871,1467.2374000,-1467.2374000,0,12.0910878,0.6348713,-0.6348713,0,484.4555527,,,,1196.5565655,,,,14.9333000,0.008,-0.008,0,341.2990000,6.8580000,-6.8580000,0,3558.0000000,157.0000000,-157.0000000,0,0.6173460,0.0203056,-0.0203056,0
